"Function","Inferred responsibility","Evidence","Confidence"
"FUN_0044901a","Anonymous Visual C++ compiler/CRT support routine in the runtime tail of the binary.","Entry 0044901a is in the post-0043e470 runtime region. FunctionsMapping.md notes that most functions from this region onward are Visual C++ runtime, exception, heap, file I/O, locale, startup, or low-level OS wrapper code rather than Logic Friday business logic. functions.tsv lists calling convention __fastcall, parameter count 1, and return type undefined.","Medium"
"__mbsnbicoll","Named Visual C++ runtime/library helper: __mbsnbicoll.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449058, calling convention __cdecl, parameter count 3, and return type int. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"FUN_004490a6","Anonymous Visual C++ compiler/CRT support routine in the runtime tail of the binary.","Entry 004490a6 is in the post-0043e470 runtime region. FunctionsMapping.md notes that most functions from this region onward are Visual C++ runtime, exception, heap, file I/O, locale, startup, or low-level OS wrapper code rather than Logic Friday business logic. functions.tsv lists calling convention __stdcall, parameter count 0, and return type undefined4.","Medium"
"FUN_00449111","Anonymous Visual C++ compiler/CRT support routine in the runtime tail of the binary.","Entry 00449111 is in the post-0043e470 runtime region. FunctionsMapping.md notes that most functions from this region onward are Visual C++ runtime, exception, heap, file I/O, locale, startup, or low-level OS wrapper code rather than Logic Friday business logic. functions.tsv lists calling convention __cdecl, parameter count 2, and return type int.","Medium"
"FUN_00449173","Anonymous Visual C++ compiler/CRT support routine in the runtime tail of the binary.","Entry 00449173 is in the post-0043e470 runtime region. FunctionsMapping.md notes that most functions from this region onward are Visual C++ runtime, exception, heap, file I/O, locale, startup, or low-level OS wrapper code rather than Logic Friday business logic. functions.tsv lists calling convention __cdecl, parameter count 2, and return type undefined.","Medium"
"FUN_004493ab","Anonymous Visual C++ compiler/CRT support routine in the runtime tail of the binary.","Entry 004493ab is in the post-0043e470 runtime region. FunctionsMapping.md notes that most functions from this region onward are Visual C++ runtime, exception, heap, file I/O, locale, startup, or low-level OS wrapper code rather than Logic Friday business logic. functions.tsv lists calling convention __cdecl, parameter count 3, and return type undefined.","Medium"
"_strncnt","Named Visual C++ runtime/library helper: _strncnt.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449437, calling convention __cdecl, parameter count 2, and return type size_t. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"FUN_00449453","Anonymous Visual C++ compiler/CRT support routine in the runtime tail of the binary.","Entry 00449453 is in the post-0043e470 runtime region. FunctionsMapping.md notes that most functions from this region onward are Visual C++ runtime, exception, heap, file I/O, locale, startup, or low-level OS wrapper code rather than Logic Friday business logic. functions.tsv lists calling convention __cdecl, parameter count 7, and return type int.","Medium"
"findenv","Named Visual C++ runtime/library helper: findenv.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 004497dd, calling convention __cdecl, parameter count 1, and return type int. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"copy_environ","Named Visual C++ runtime/library helper: copy_environ.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 0044982a, calling convention __cdecl, parameter count 0, and return type undefined4 *. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"FUN_0044988b","Anonymous Visual C++ compiler/CRT support routine in the runtime tail of the binary.","Entry 0044988b is in the post-0043e470 runtime region. FunctionsMapping.md notes that most functions from this region onward are Visual C++ runtime, exception, heap, file I/O, locale, startup, or low-level OS wrapper code rather than Logic Friday business logic. functions.tsv lists calling convention __cdecl, parameter count 2, and return type undefined4.","Medium"
"__strdup","Named Visual C++ runtime/library helper: __strdup.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449a40, calling convention __cdecl, parameter count 1, and return type char *. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"__mbschr","Named Visual C++ runtime/library helper: __mbschr.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449a6b, calling convention __cdecl, parameter count 2, and return type uchar *. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"RtlUnwind","Named Visual C++ runtime/library helper: RtlUnwind.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449af0, calling convention __stdcall, parameter count 4, and return type void. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"Unwind@00449af6","Named Visual C++ runtime/library helper: Unwind@00449af6.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449af6, calling convention __stdcall, parameter count 0, and return type undefined. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"Unwind@00449b0a","Named Visual C++ runtime/library helper: Unwind@00449b0a.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449b0a, calling convention __stdcall, parameter count 0, and return type undefined. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"Unwind@00449b17","Named Visual C++ runtime/library helper: Unwind@00449b17.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449b17, calling convention __stdcall, parameter count 0, and return type undefined. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"Unwind@00449b2e","Named Visual C++ runtime/library helper: Unwind@00449b2e.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449b2e, calling convention __stdcall, parameter count 0, and return type undefined. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"Unwind@00449b3c","Named Visual C++ runtime/library helper: Unwind@00449b3c.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449b3c, calling convention __stdcall, parameter count 0, and return type undefined. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
"Unwind@00449b54","Named Visual C++ runtime/library helper: Unwind@00449b54.","Function has a recovered symbolic library/runtime name rather than an anonymous FUN_* decompiler name. Decompiled/functions.tsv lists entry 00449b54, calling convention __stdcall, parameter count 0, and return type undefined. Treat as linked CRT/compiler support unless later evidence shows application-specific behavior.","High"
